"id","user_id","created_at","volume_usd"
"01ffd0e263b5","d1d57592",2024-03-04 08:41:21.75205,453.365014015975
"0206ce8545de","e382c53e",2024-04-11 15:52:49.902998,263.928006308696
"020769c88f2b","e93cc8da",2023-04-17 18:05:11.825364,115.190822942218
"02091b60cbcf","b57c5012",2024-06-15 18:34:18.432482,111.647031151067
"020c77064f59","18730b48",2023-12-14 20:56:00.67882,252.100951149311
"020c874bcaaf","f13f6dbb",2024-05-21 11:37:11.284009,159.982184795096
"020f9f75b1d8","bbb760eb",2024-02-27 22:38:27.788524,75.6862785613536
"020fc79c60fa","2db81f60",2024-06-30 11:29:20.860442,124.812746214979
"0210c9406b00","ca63530d",2023-07-26 09:46:17.633799,333.173337346896
"021d37dc2c27","3f3783c0",2023-10-30 20:46:05.151722,46.6247240654873
"0221daa3991c","79335cc3",2024-06-05 18:05:39.747272,85.4645525677086
"0226237d79fc","0fb5fe98",2024-02-07 15:52:02.314482,159.41823333706
"02290832f4bd","e79de619",2024-07-11 15:39:31.745447,56.6557314640688
"022deb708e13","4783d611",2023-12-27 05:00:58.665401,77.9987389455595
"022e1bef32a6","8f702195",2023-09-28 01:04:12.216668,359.81787104587
"022f5849463e","eee86dfc",2024-02-19 08:57:41.465186,617.394873604609
"02304ceacf75","ebd929d0",2024-08-12 22:02:25.415047,356.686071566196
"02378de278eb","1035d924",2024-06-14 19:15:45.553079,245.201009618493
"023e83624f21","d45bf304",2024-02-10 01:37:49.052218,61.2293938530773
"024020c7a5fd","85632b41",2024-07-26 14:17:09.756912,2.92943965075165
"024423a9b8c8","48004e58",2024-06-26 20:00:46.258262,50.7488197918552
"02454503cdba","d6882355",2024-03-23 10:29:50.851255,40.2780016214614
"024602e8f260","5b20679b",2024-03-30 11:29:03.969558,108.487948562072
"024b31a07b08","7cc32ef3",2024-03-03 08:16:44.746385,68.3505537833329
"024b390c177c","6d3f37dc",2024-08-07 10:03:12.056382,26.6494865638298
"024bbe7005f5","75a55fc6",2024-03-21 01:29:54.548638,325.133502678406
"025e96a46050","6dad3af6",2023-04-15 20:28:33.795245,353.396662267004
"025f08025d10","ef5c2c42",2023-08-29 03:01:41.970788,168.722100383651
"02610a0641a5","31327920",2023-08-16 22:24:13.712003,95.957153353697
"02624ec5dc8b","f84beb8e",2024-05-17 00:26:16.031145,185.28655358649
"026601fbd068","e6a3cb2f",2023-12-22 19:12:19.551053,141.045298265124
"02689b94e7f0","679db9dc",2023-07-05 04:29:07.558367,334.511297553032
"026be9bf6b45","8ac3236e",2023-06-25 03:27:47.20695,268.598257445835
"026ed86c48db","0fb5fe98",2024-01-13 04:03:13.589255,41.8266670555847
"0270612373f7","2db81f60",2024-07-16 19:15:41.935794,170.596226216266
"02740ab7c99d","62432232",2024-07-01 11:27:15.739252,61.8743579527841
"0275e62132ed","8d7bf4f9",2023-11-01 19:59:23.240861,207.745950581585
"0282ed35f60e","cbbbf16b",2023-08-01 15:09:12.860872,65.7492420152183
"0285a5a6ae80","ab58f6d3",2023-07-13 20:43:53.644372,211.925841282223
"0289e443d9eb","794f2425",2023-10-10 15:59:03.167777,48.3954868691804
"028c7467fdf9","3a683b57",2024-05-27 21:40:26.057352,61.4299790345259
"02923174f09f","d753668e",2024-07-11 09:38:05.407097,81.5916373703821
"029b00bdb225","1dded21a",2024-08-23 06:04:44.596277,151.856516735082
"029d7ab964bf","09c76fbf",2024-04-24 22:14:44.162979,326.850484122646
"02a897559535","615cbbc0",2024-04-07 01:02:38.777484,231.302742515282
"02a923d25be1","351d2cb5",2024-03-20 08:13:55.037689,289.36323635063
"02add388c421","0685e5f0",2023-05-28 03:19:32.028395,225.139881074584
"02aed0bc67ea","8ac3236e",2023-12-10 15:15:50.193933,303.962883393645
"02b1d7e27757","0db267de",2024-07-01 18:55:20.946267,245.915993816745
"02b41f5ebb35","661d3e5f",2024-03-10 14:10:14.323733,30.6462970393487
"02b65cfa0462","dc6393c4",2024-07-29 04:04:02.030887,47.8729242241956
"02b99ab22795","13f88c41",2023-08-21 20:31:57.428142,209.671749678007
"02c654726e4a","08a097e8",2023-09-30 15:09:18.273748,123.838370774737
"02c8bddd119e","891c838e",2023-09-02 17:54:24.180737,51.1552610429232
"02cb81de491b","85f8fe81",2024-04-07 09:34:52.997153,162.800705052955
"02d0b0929c42","8dca2e5e",2023-11-06 23:16:34.063725,76.1109163515914
"02d0e26e8c67","7a27f219",2024-02-08 20:53:00.695242,129.366280945103
"02d2d17ef36c","5a805485",2024-07-13 00:34:05.586063,118.93141208278
"02d3d68752fd","ebd929d0",2024-02-23 08:03:20.517737,43.9979232144065
"02d4d7eba7ae","86dee21c",2024-01-05 00:52:49.571373,53.0837032439586
"02d53be4ec11","1fba2248",2024-08-27 14:24:47.302247,119.260704237516
"02d8ffcd6d18","f769062e",2024-08-12 04:02:02.861366,116.349056740602
"02e2d9f2cee4","df88c9b7",2023-07-11 03:31:46.355637,249.94056237848
"02e31feb5a1c","92ffed5b",2024-07-29 18:41:52.93319,344.856032751001
"02e6ce0e7f6d","6dad3af6",2023-06-09 10:07:57.449233,53.9100645742846
"02e93000a1e8","6b1a7c33",2024-05-11 22:25:44.112604,36.0732829738767
"02e9a5941dc8","3ca12051",2024-04-18 18:43:38.70735,199.477491844245
"02eac9d53506","fab94abb",2023-05-19 21:04:26.052993,225.916689522977
"02edfa204c3e","4689608e",2024-02-01 16:57:40.48379,178.813589258998
"02fb2e9e0e4c","152438c3",2023-05-24 21:29:56.032104,191.915530138245
"030e0d250e02","672d88d1",2023-06-21 01:24:16.851829,139.108026064311
"03132b3207ec","1fba2248",2023-09-28 17:33:47.386577,109.314124845865
"03173122cee3","0de2c587",2024-02-16 01:05:18.686696,407.679743825564
"031c69de0641","6f808965",2023-08-19 12:42:36.328784,71.8969006282283
"03250575296d","3a9f7b60",2024-08-10 02:26:03.274517,150.549065532401
"0326fdbefd40","27d7e513",2024-01-26 00:47:47.344346,91.0668278730539
"032a39aa020d","5b960e2d",2023-07-06 04:22:49.203152,447.313488423495
"032ef4624f3e","7cc32ef3",2023-12-16 11:57:53.878934,83.078099301334
"03312c4e8bb8","3e7161d7",2024-05-21 03:37:52.06202,227.621520030528
"0338e844c40f","4c742d3a",2024-04-30 23:11:58.693119,40.5734931038092
"033fa6efa234","c4ccd6e0",2024-05-07 09:13:57.176371,60.4122070354108
"034154e0b58b","5d41e6b6",2024-03-08 19:14:04.134566,96.4465554988931
"034df7942fd8","7cc32ef3",2023-09-26 08:05:48.802557,407.013936668887
"03529241bcd7","59b36048",2023-11-18 12:14:34.151931,75.9857689214472
"0354d6f2f2a2","fc697664",2024-07-12 09:28:09.015889,164.204580765967
"0361eb5cb473","d84c406f",2024-08-26 11:36:49.216411,237.931200223395
"036a009f42ba","f6600800",2023-08-05 16:45:08.428018,63.9077879578975
"036e46c2d073","2c57a2e3",2023-07-27 04:32:29.419755,155.628003797645
"0377f75d8072","0e2eccfd",2023-10-27 03:54:52.991673,63.0419453135288
"037d5022a1c7","30e10d67",2023-11-08 09:36:08.932276,26.1721456361986
"037f500b2809","6978b5dc",2024-03-20 20:39:20.346091,203.398822149341
"03823c7ee6be","4ee22676",2024-04-01 04:08:07.058848,58.5146674163736
"0386372e53de","2f9351fc",2023-10-19 06:37:11.040504,161.119236390348
"03901f156528","0abb1def",2024-06-05 21:13:04.53826,126.474372068396
"039ee316de95","4c24f37e",2023-12-02 04:22:24.454255,53.4087180681419
"03b64d17864e","626a5824",2023-08-30 14:48:33.111823,182.694030602508
"03bbb0c09f03","071ce813",2024-05-28 01:49:12.12545,57.9126243822973
"03c484be0991","32ba1255",2024-08-29 01:53:26.091768,40.0118885802231
"03d444cfe1b7","c5e069b9",2023-05-05 13:14:06.012115,66.6893503758435
"03da9ce24dad","08a097e8",2023-05-25 04:45:35.8173,251.772892269355
"03df330a6520","3fe97707",2024-04-03 07:47:35.358854,64.9975829443331
"03e6bd64435d","c44ac906",2024-02-10 23:11:02.705943,98.7326442508115
"03e9c862b0b5","20476eac",2024-01-22 16:09:27.395462,75.4583885016276
"03eb546adf23","4a6a1104",2024-04-17 07:30:20.088879,71.4717845860086
"03ed951463de","2d7e2cb1",2024-04-11 23:59:36.30154,69.5142837818187
"03f247f7e7b7","6d3f37dc",2024-02-17 23:01:44.385458,36.0777474076521
"03f31a549cc4","8038d333",2024-04-11 22:12:20.048084,65.6909901671297
"0407540bf718","8835c620",2023-12-24 09:04:42.159252,267.188180606805
"04092f8e97dc","d67390f5",2024-01-26 18:26:34.310202,251.234916581249
"040cad4831da","2990ee7f",2024-04-26 12:38:42.594311,18.3745598245093
"040fcf189b38","08a097e8",2023-03-25 09:24:48.607846,85.5699003361313
"0418556a067f","aa6e0c67",2023-06-14 18:18:57.744533,9.07936484287123
"04198b09bc5c","8038d333",2024-07-16 19:56:15.489029,43.1807117573743
"0427cc0ad387","70b6a812",2023-03-21 07:56:46.162827,158.608344853089
"042f7339b605","3b1d6cfc",2024-03-07 11:34:33.237958,67.7633327980036
"04346da904c0","e7772270",2024-02-18 12:46:21.872168,37.9235816384705
"043813a1ae23","88c29082",2024-05-30 03:06:16.912621,72.0291867325467
"044a185fe1f8","0bf7e5f7",2023-09-15 13:07:29.97131,27.7466110596276
"044ab371efae","ff6484e0",2023-06-25 23:20:25.099716,55.4391968765801
"0454a4953312","a115b1c4",2024-08-23 08:41:47.611649,142.18695841995
"04578d415a66","75a85b0d",2024-08-15 00:52:03.158119,139.365148991761
"0457a859f082","17d0cf90",2024-02-28 14:39:43.673979,30.9048436898366
"046094c5b3eb","1035d924",2023-10-05 22:14:52.245643,188.637676356515
"0463a074faf4","672d88d1",2024-02-18 23:32:00.472405,145.535116525051
"0466e39aa7aa","ab58f6d3",2024-03-18 14:52:46.704138,57.4033626775058
"0469c175982e","00836493",2023-06-11 22:24:34.384648,117.677681897684
"046a97bc5a70","624a4eda",2024-01-05 11:55:17.825044,99.6885831990601
"047039adb4ad","a9a337cf",2023-11-16 19:37:22.962653,31.2436664384685
"0471ca909737","487795e3",2023-07-25 19:09:56.03562,114.746286469587
"04757535006f","8b47c4d0",2024-07-17 09:56:26.926237,178.001218698393
"0482e60406a2","75163ae2",2024-04-16 10:51:15.777954,137.076289848977
"048612457039","069d1f72",2024-07-25 01:48:13.136523,18.6487442492187
"049d56af83f4","00836493",2024-04-13 10:51:09.245646,43.1233397689188
"04a897679de9","0685e5f0",2023-11-26 07:53:18.916899,168.993526432456
"04a8fbcfe015","aa6e1a6b",2024-05-26 07:30:36.162385,355.475158072403
"04aa4475420d","5b30ceee",2024-05-11 17:11:07.459325,228.813125802631
"04b152537ab9","1fba2248",2024-07-24 23:52:50.050364,205.200046914233
"04bf22915945","2926d11e",2024-07-30 01:50:31.374117,447.219635825881
"04c1305d2737","87b2f828",2024-08-18 14:26:14.564032,54.4028744335816
"04c41bc57ca8","679db9dc",2023-10-01 02:49:46.149765,183.236145827236
"04ce8cb31831","050486d0",2024-07-01 18:01:28.877857,228.493823309134
"04d160eb0ab2","e47608a0",2024-05-30 17:26:28.180347,120.744243466343
"04d1ab1045cb","0abb1def",2024-07-09 12:44:18.593697,98.0976823700742
"04d3718f394d","f91e32fd",2023-12-13 02:39:28.307552,42.0682795443552
"04e32dfd625c","4f22b696",2023-09-20 09:16:35.543551,120.860313558717
"04e63a8e98bc","146ee1bf",2024-03-24 07:24:23.283376,77.7751130823325
"04ebcd668ab4","547c8f5b",2023-11-13 08:26:03.694365,49.9329539430937
"04edd2359108","4689608e",2024-02-29 00:32:32.590758,212.097136992245
"04f64849a94e","676ac876",2024-02-29 20:57:32.883255,392.479552140059
"04fa58faac55","dee15fb6",2024-05-19 21:52:26.736447,61.3963894297686
"0504b622e913","507fb293",2024-08-24 16:46:16.285181,70.9762792400269
"050561e3b0f0","e18f4663",2023-08-07 02:06:43.393499,71.0181861692051
"0505e510f376","e71d2d4e",2024-03-06 19:56:26.201193,25.9629050256721
"050fbed7b7b6","626a5824",2024-01-13 14:24:52.865332,192.51524067802
"0514dab9e4ca","4e9f866f",2023-12-10 03:27:56.125172,335.246717628302
"051c4a662b2e","0f3924c5",2023-11-22 05:16:39.022891,57.6793005910197
"052371ebe36d","2beb7620",2024-07-03 02:24:13.0858,146.577720370126
"052391f8b6f3","9dfb8551",2023-10-02 21:26:44.046401,90.8061724377334
"052663c9e27c","7623e592",2024-06-30 08:04:13.140621,448.669235396629
"052eea350e36","6148154a",2024-03-02 19:39:16.009636,30.996350545159
"054628dfb7bf","9fc225ca",2023-08-14 15:51:07.228441,116.828089539019
"055688d85a3a","66748c4a",2024-01-14 01:39:52.182096,726.201792633674
"05690084ed2d","27fce37e",2024-07-23 16:25:32.613684,133.590761372416
"056cf7973563","e75bd48f",2023-04-17 20:58:58.7677,126.587648244087
"056ff4664e84","c235de09",2024-05-03 16:36:59.955999,92.2501709004395
"0572dab40888","9031c01d",2024-05-27 08:25:03.125347,856.657916011928
"0577a326cce3","0fb5fe98",2023-10-23 22:08:13.667246,52.4730413273523
"057b4d7403ad","8fa997c1",2024-03-01 06:31:38.387337,18.1787729665005
"058388ba8538","30b3dd86",2024-03-25 08:59:30.904221,75.8623916069504
"05845f9e7d6d","7ccd4c82",2024-07-04 04:35:27.160663,309.533749450857
"0595770ada9e","b5e6197a",2023-07-01 22:22:27.063345,66.0221158815782
"05988014fe74","e1ef10c7",2023-08-29 21:07:49.780947,87.0671039646834
"059db29d6a6b","7ad3c354",2023-11-15 13:29:55.141492,400.921315845489
"05a6f3789945","c7a5fe5b",2024-06-07 08:14:25.216748,11.2542450971239
"05af772f4b90","ac8d0714",2023-10-31 22:24:42.612946,78.7720426266604
"05b44c436b48","63a98f60",2024-07-03 20:42:22.467694,129.525650512893
"05b483d817fc","b08908c1",2024-02-27 10:24:15.345829,137.525688169205
"05bdc9a86774","cbb6524b",2024-03-24 14:41:39.038584,267.659643861449
"05be5bd255e4","ff49c1a8",2023-08-02 22:55:20.377597,47.1030261808963
"05c5a512fdce","884fbdfb",2024-07-30 06:43:47.490324,77.7949290795814
"05cf363c7dd1","e933aa1a",2024-01-01 05:44:53.081087,11.5162592717313
"05d39baee17a","a6557e1e",2023-09-30 11:34:57.483734,157.585556011242
"05e62defa7c4","1752dcab",2023-09-22 02:09:00.996131,133.620949119244
"05e68dceaaa0","a20d980a",2024-04-25 03:13:28.458246,272.643952078623
"05ee08cfdb4d","9927b6d3",2024-06-14 01:21:39.551505,304.275863677793
"05efad5dfab4","e1ecd7ab",2024-06-07 16:20:32.305622,117.376126943439
"05f23f9b28bb","9dfb8551",2023-07-20 07:52:52.148356,121.867313987448
"05f9fde12aab","eccfecd4",2023-08-31 17:09:07.479372,41.1664447145075
"05fb014e99c3","62432232",2024-03-20 05:17:23.835186,85.811604167444
"060111a5c08d","8b55653d",2023-12-18 01:29:47.313535,16.6227430583152
"06025a167593","2ea67343",2024-03-23 12:06:20.261909,690.733752014585
"060d139febab","e3788fd2",2024-04-28 09:37:25.840748,190.778530104914
"0610bed18615","b5f7d7f0",2024-04-23 14:41:46.026346,118.372143729599
"06127334c1e7","7670d522",2023-12-01 15:20:43.422509,235.045116080253
"06173ab841e9","73d937cc",2023-11-02 13:02:01.426372,136.023740388267
"063a93c867a3","6d9a0d26",2023-11-03 02:51:29.371598,88.8982809836396
"0641c08f56a4","d28d7f77",2024-01-16 04:02:52.27686,187.29076852127
"06444688bf86","75163ae2",2024-07-21 13:14:04.074286,164.706283081432
"065087fe73d5","49c67ac4",2023-10-01 14:06:26.903571,436.037203758159
"0667e720a500","eb351080",2024-06-28 20:12:03.391428,65.0987544356371
"06719bc0d36d","dc08a21e",2024-03-19 03:46:06.660415,132.687452689855
"067cd20c3bc0","fbb6a3b6",2023-08-31 04:53:17.736167,40.9695648893727
"067db7f49748","8290e9f9",2023-12-16 06:36:09.00697,59.3342486866724
"0683bec4e416","5769b4db",2024-03-20 07:22:55.600853,67.4947195028524
"06855003280b","55cf8192",2024-03-31 05:56:37.173765,40.8927687330917
"068ec6c49437","0486e0a6",2024-02-23 22:46:53.944556,228.552783308845
"0691ed8caf00","3327ff53",2024-03-16 20:54:47.884369,157.645359867568
"0694ebff58bb","f108aac0",2023-04-27 13:23:04.903954,30.8975594047371
"069810f71cc9","db926157",2023-12-20 07:15:41.256402,453.529409162721
"06a6cd1a9bbe","8b52d286",2024-05-17 20:43:26.458591,239.658987071392
"06a9f6ecd63d","008cea06",2024-04-16 13:29:15.760495,62.193460903067
"06aa4bc96db6","ab58f6d3",2024-03-04 06:13:07.369265,83.2361124933544
"06b408c3c93b","7367d954",2023-12-26 04:58:42.431608,152.439905798394
"06b6254b670b","d9e8eda2",2024-02-02 10:23:54.783151,898.83819259177
"06c2ab99c85e","8185dccf",2024-04-28 13:56:47.51586,116.680103951446
"06c5bd34f961","8950317a",2024-08-02 02:36:45.919671,51.934519779879
"06c6afda2e59","7a1dfcc4",2024-07-10 09:31:41.38824,116.552816365331
"06c87bea90a5","e9f42846",2023-08-19 03:36:36.537967,176.252625113323
"06c97a7d5e5e","146ee1bf",2024-07-06 14:27:05.466442,187.636729857603
"06cb6be8e07c","f444c5e9",2023-11-12 11:01:15.345316,127.441902515845
"06ce002abe31","e271dd8b",2024-03-25 13:16:55.341946,75.0453482888292
"06dcb1b739c8","452f2236",2024-01-27 12:37:25.369324,59.9766087829551
"06e27ae71d3e","30e10d67",2023-09-09 15:44:41.603896,108.586523414752
"06e2e5aba5a0","fab94abb",2024-03-29 07:01:11.34849,149.400483220831
"06e9a1f075e1","5739fff8",2023-11-27 11:59:58.63425,616.255909639988
"06eec61c09ca","389f4930",2023-05-26 13:51:37.244434,251.851310112403
"06f036c49fe2","b727976d",2024-07-12 12:53:50.225093,94.0686788137899
"06f1e4874db4","ab58f6d3",2023-06-27 22:01:55.788537,119.183653643853
"06f349b7c8f3","46068ccc",2024-04-19 05:01:53.668223,208.675110149008
"06f687964cd2","050f8741",2023-04-07 23:44:31.226804,126.57992183492
"06fe6998174d","42244bf9",2023-08-16 00:44:10.266466,17.6998708910877
"07021cd52554","84fe5a8a",2023-11-19 12:45:16.09159,151.397157039772
"070d5b7867d0","e519ad06",2024-05-07 22:23:17.558774,218.718287404543
"07116189b4ea","8d20b32e",2023-12-14 06:26:56.605937,23.105653813074
"071219593cfb","0ec347f5",2024-02-07 13:31:14.917567,117.355487803998
"07171e1d6a3b","02a4d5c7",2024-03-13 08:44:35.238108,369.542996813207
"071a7f598417","921e5c6e",2024-08-25 22:56:48.317833,126.36241615061
"07201efd03c6","5702b04f",2024-05-13 23:36:46.400092,134.986109519868
"072d3be49149","7623e592",2024-04-24 10:25:18.303961,581.038104152827
"07345065a862","964182ce",2024-01-20 02:56:10.108845,156.526572357633
"0734bb8c36d5","eadd752a",2023-09-09 09:43:19.025437,146.39087908275
"07397902e661","84937d67",2023-07-11 14:38:06.819206,26.009212380216
"073cbf7e0203","08a097e8",2024-06-02 17:20:36.990772,63.5240448637633
"073cf636c57d","d382e18a",2023-07-16 00:00:31.333644,45.4801104744912
"07400bffb722","67b9a980",2023-11-12 08:02:02.759069,233.234216502679
"074b8daeddea","765f8776",2024-05-01 02:24:57.654404,59.3553364902803
"0753e442f74e","66cce89e",2024-02-16 05:56:27.306706,274.700772028266
"075ed0436242","08a097e8",2024-07-21 09:06:37.603781,96.820874456563
"076280c59adc","4957c8bd",2024-07-18 06:49:00.599463,115.589045556901
"076b6215e0a0","dc6393c4",2024-08-21 13:49:02.201651,63.7181651102529
"076e21086ee4","ba1003ea",2023-10-29 01:19:17.989164,84.7400479831686
"077c3f9a1aae","1e9f40a1",2024-02-17 10:49:21.209164,120.981372677945
"07841a35248e","dfb7a44b",2024-05-11 22:38:13.118141,210.700952561609
